time,x,y,direction,E5:53:39:5F:31:1A,F8:9D:4B:5D:44:F4,FD:AF:34:29:05:FE,C6:62:EC:2D:90:AB,D6:77:D9:C0:A6:54,FA:C4:4A:07:18:9F,C4:35:CE:FD:FB:DF,CC:7F:D5:E0:41:92,D7:B8:72:01:49:AC,C5:EB:92:59:4D:1A,C2:80:A9:28:D0:79,FC:92:D5:14:99:90
7/9/2024 9:40,34,34,S,-54,,,-74,,-69,,,,-51,,-73
7/9/2024 9:41,34,34,W,,,,,,-76,,-54,-61,-58,-55,-75
7/9/2024 9:41,34,34,W,-67,-70,,,-60,,,-69,,-50,-49,-76
7/9/2024 9:41,34,34,W,-58,-70,,,,-74,,,-51,,-54,-69
7/9/2024 9:41,34,34,W,-59,,-58,-72,,,,-61,-51,-57,-61,
7/9/2024 9:41,34,34,W,-68,-69,-62,,,-70,-58,-61,-62,-50,-55,-69
7/9/2024 9:41,34,34,W,-58,,,-67,-74,,,,-52,-56,-54,
7/9/2024 9:41,34,34,W,,-68,,,-76,,,,-61,-50,-54,-71
7/9/2024 9:41,34,34,W,,,-61,,,,,-54,-61,-49,-48,-72
7/9/2024 9:41,34,34,W,,,-58,,,,-73,-62,-62,-69,-56,-71
7/9/2024 9:41,34,34,W,,,,,-59,,,,,-52,,-69
7/9/2024 9:41,34,34,W,,-75,,,,,,-53,,,-55,
7/9/2024 9:41,34,34,W,,,,,,,-72,-61,-52,-50,-66,
7/9/2024 9:41,34,34,W,,,-60,-74,-66,,,-62,-52,-59,-55,-73
7/9/2024 9:41,34,34,W,-54,,-58,,-62,,,,-71,-50,-55,-72
7/9/2024 9:41,34,34,W,,-68,-62,,,,,-54,,-50,-63,
7/9/2024 9:41,34,34,W,,,-63,,,-80,-75,-61,-52,-50,,
7/9/2024 9:41,34,34,W,,,,,,,,,-61,-49,,-79
7/9/2024 9:41,34,34,W,-58,,-59,-67,-74,,,,-52,-51,-49,
7/9/2024 9:41,34,34,W,,,,,-63,,-58,,-53,-56,,-77
7/9/2024 9:41,34,34,W,-68,-70,,,-66,-70,-59,,,-51,-55,
7/9/2024 9:41,34,34,W,,,-62,,,-74,-73,,-61,-51,-63,
7/9/2024 9:41,34,34,W,,-70,,-70,-59,-68,,,,-49,-62,
7/9/2024 9:41,34,34,W,-54,,,,,,,-53,-51,-50,-55,-70
7/9/2024 9:41,34,34,W,-70,,,-76,-58,,,-55,-69,-50,-69,
7/9/2024 9:41,34,34,W,,,-61,-71,-58,-76,,-69,,-50,-49,
7/9/2024 9:41,34,34,W,,,-58,-82,,,,-54,,,-56,
7/9/2024 9:41,34,34,W,,,,,-67,-66,-74,-55,-62,-51,-62,
7/9/2024 9:41,34,34,W,,,-60,,-83,,-72,,-60,-51,-56,
7/9/2024 9:41,34,34,W,-58,-69,,-69,,-70,,-64,-60,-51,-61,
7/9/2024 9:41,34,34,W,-55,,-58,-75,-71,-75,-74,,,-56,-60,-72
7/9/2024 9:41,34,34,W,-53,-69,-63,,-62,,,-54,-54,-52,-56,
7/9/2024 9:41,34,34,W,,,-62,-67,,-65,,-66,-61,-51,-57,-72
7/9/2024 9:41,34,34,W,-58,,-62,-66,,,,-63,-53,-57,,
7/9/2024 9:42,34,34,W,,,-62,,-73,,-59,-54,,-51,-55,-82
7/9/2024 9:42,34,34,W,,-67,,,,-67,-59,-67,,-56,-59,-72
7/9/2024 9:42,34,34,W,,,-62,,-64,,-72,-54,-53,-50,-55,-75
7/9/2024 9:42,34,34,W,-57,-70,-61,,-63,,,,-61,-51,,-75
7/9/2024 9:42,34,34,W,-68,,-61,,-66,,,-53,-55,,-55,-69
7/9/2024 9:42,34,34,W,,-66,-61,,,,-76,,-61,-50,,-79
7/9/2024 9:42,34,34,W,,,-58,-67,,,-59,,-61,-51,-61,-78
7/9/2024 9:42,34,34,W,,-71,,,,,-59,,-53,,-56,-75
7/9/2024 9:42,34,34,W,-58,,-61,,,,,-61,-61,-51,-49,
7/9/2024 9:42,34,34,W,,,,-72,-74,-76,-79,-61,-55,-56,-49,
7/9/2024 9:42,34,34,W,,-69,,,,,-58,-54,-50,-51,-55,
7/9/2024 9:42,34,34,W,-58,,-60,-74,,-71,-59,,-61,-51,-56,-75
7/9/2024 9:42,34,34,W,,,,,,,,,-54,,-60,
7/9/2024 9:42,34,34,W,-58,,-60,,,-71,-59,-61,,,,
7/9/2024 9:42,34,34,W,,,-58,,,,,,-61,-51,-62,
7/9/2024 9:42,34,34,W,,-67,,-71,,,,,-61,-49,,
7/9/2024 9:42,34,34,W,-58,,,-74,,-67,,,,,-89,
7/9/2024 9:42,34,34,W,-54,,,-74,-78,,-72,,-54,-57,,
7/9/2024 9:42,34,34,W,-68,,-95,,,-67,,,-52,-51,-55,
7/9/2024 9:42,34,34,W,,,,-77,,-69,-60,-61,-56,-51,-56,
7/9/2024 9:42,34,34,W,,-69,-58,,,,,-68,-52,-50,-55,
7/9/2024 9:42,34,34,W,-59,-75,,,,,,-60,,-51,-60,
7/9/2024 9:42,34,34,W,,-68,,-71,-68,,-58,,-52,-51,-55,-73
7/9/2024 9:42,34,34,W,-58,,-61,-71,-70,,-57,-54,,-58,-56,
7/9/2024 9:42,34,34,W,-59,,-58,,,,-60,,,-51,-55,-76
7/9/2024 9:42,34,34,W,-55,,-60,-71,-69,-67,,,,-51,-90,
7/9/2024 9:42,34,34,W,-55,,-58,,-60,-72,-71,,-61,,-57,-75
7/9/2024 9:43,34,34,N,,-74,-68,,-55,,-61,,-50,-47,-49,-78
7/9/2024 9:43,34,34,N,-61,,,,,-58,-59,,,-61,-48,
7/9/2024 9:43,34,34,N,-60,-73,,,-59,-62,,-58,-68,-48,-53,-77
7/9/2024 9:43,34,34,N,-60,,-62,,-56,-62,-58,-59,-56,-48,-54,-72
7/9/2024 9:43,34,34,N,-61,,-55,,,-60,,,-48,-59,-54,-74
7/9/2024 9:43,34,34,N,,-69,-61,,-55,-62,,-60,,-47,-52,
7/9/2024 9:43,34,34,N,-60,,-62,-60,,,-58,-61,-60,,-48,-70
7/9/2024 9:43,34,34,N,,,-60,,-59,-60,,-59,,-48,-49,
7/9/2024 9:43,34,34,N,,,-62,-75,-70,,-58,-60,-50,,-49,
7/9/2024 9:43,34,34,N,-60,,-62,,-58,-61,,,,-49,-52,-76
7/9/2024 9:43,34,34,N,-55,-79,-62,,,,-60,,-50,-62,-49,-76
7/9/2024 9:43,34,34,N,-55,,,,-55,-62,-60,,-50,,,-70
7/9/2024 9:43,34,34,N,,,-70,-75,,,-61,-62,,-61,-47,
7/9/2024 9:43,34,34,N,-61,-74,,,-73,-59,,-59,-48,-58,-49,-75
7/9/2024 9:43,34,34,N,-56,-74,,,,-61,-58,,,-48,-49,
7/9/2024 9:43,34,34,N,,-72,-56,-60,-73,-59,-58,-60,,,-54,-74
7/9/2024 9:43,34,34,N,,-69,,,,-59,,,-48,-62,-50,-73
7/9/2024 9:43,34,34,N,-54,-73,,,-56,,-61,-83,-61,-62,-48,
7/9/2024 9:43,34,34,N,-60,-63,,,,,,,-50,-48,-50,-71
7/9/2024 9:43,34,34,N,-55,-69,,,-73,-59,-58,-62,-50,-48,-49,-73
7/9/2024 9:43,34,34,N,,-73,-62,,,-61,-68,,-47,,-48,-73
7/9/2024 9:43,34,34,N,-60,-91,-54,-60,-59,,,-59,-50,-53,-49,-76
7/9/2024 9:43,34,34,N,-56,-73,-61,,,-59,,-60,-59,-48,,
7/9/2024 9:43,34,34,N,-55,,,,-60,,-65,-59,-48,-48,-49,-73
7/9/2024 9:43,34,34,N,,-73,-62,,,,-61,-59,,-47,-49,
7/9/2024 9:43,34,34,N,-55,,,-77,-59,-61,,-61,-50,-53,-48,-71
7/9/2024 9:43,34,34,N,,-74,-60,-74,-72,-58,-68,-59,,-61,,-77
7/9/2024 9:43,34,34,N,-56,-91,-62,-75,,,-60,-65,-48,-54,,-80
7/9/2024 9:43,34,34,N,,-62,,-74,,,,-62,-62,-53,-53,-72
7/9/2024 9:43,34,34,N,-55,,-62,,,,-61,-62,,-48,-49,
7/9/2024 9:43,34,34,N,-61,,-62,-77,-55,-63,-60,,,-48,-53,-73
7/9/2024 9:43,34,34,N,,,,,,-61,-67,-60,-48,-48,-50,-74
7/9/2024 9:44,34,34,N,-55,,-62,,-58,-62,-60,-59,,-53,,-75
7/9/2024 9:44,34,34,N,,,-62,,,-58,-62,-61,-57,-48,-54,-71
7/9/2024 9:44,34,34,N,-54,,-61,,-60,-62,,,-48,-53,,
7/9/2024 9:44,34,34,N,-61,-76,,,,,-59,,,-61,-52,-73
7/9/2024 9:44,34,34,N,-54,,,,-73,-61,-61,-60,-49,,-52,
7/9/2024 9:44,34,34,N,,,-56,,,-58,,,-50,-47,-48,
7/9/2024 9:44,34,34,N,,,-64,-73,,,-61,,,-62,-49,-73
7/9/2024 9:44,34,34,N,-55,,-55,,,-62,,,-50,-61,-49,-80
7/9/2024 9:44,34,34,N,-54,,,-71,-74,-64,-61,-59,-48,-48,,-76
7/9/2024 9:44,34,34,N,,-70,-56,,,-61,-57,,-48,-48,-68,-72
7/9/2024 9:44,34,34,N,-62,-63,,,,,-60,,,-60,-51,-70
7/9/2024 9:44,34,34,N,,,,-82,-74,-61,-66,-61,-49,-59,,
7/9/2024 9:44,34,34,N,,,,,-59,-62,,-60,-51,-52,-52,
7/9/2024 9:44,34,34,N,-61,,-63,,-72,-62,-61,,-49,,,-69
7/9/2024 9:44,34,34,N,,,-61,,,-62,,,-49,,-49,-74
7/9/2024 9:44,34,34,N,-54,-63,,-75,-70,-58,-60,,-62,-48,-49,-72
7/9/2024 9:44,34,34,N,-55,,-61,,,-62,,,,-62,-47,-69
7/9/2024 9:44,34,34,N,-54,-72,-55,,,-62,,-61,-51,,,-73
7/9/2024 9:44,34,34,N,-61,-63,,-78,-59,-63,,-62,-48,-61,-49,
7/9/2024 9:44,34,34,N,-55,,-62,,,-61,-57,-59,-48,-48,-48,
7/9/2024 9:44,34,34,N,,,,,,-62,-56,,-50,-53,-48,
7/9/2024 9:44,34,34,N,-54,-69,,-72,-75,-58,,,-63,-53,-49,
7/9/2024 9:44,34,34,N,,,-67,-82,,,,,,-59,-49,-70
7/9/2024 9:44,34,34,N,-61,,,,-74,-62,-56,,-49,-53,,-73
7/9/2024 9:44,34,34,N,-62,-66,-55,-60,,-61,-65,,-57,-88,,
7/9/2024 9:44,34,34,N,,-73,,,-55,-63,,,,-53,-52,-75
7/9/2024 9:44,34,34,N,,,,,,,,,,,,
7/9/2024 9:44,34,34,N,-61,-67,-63,,,-62,-56,,-48,,,
7/9/2024 9:45,34,34,E,-57,,,,,-65,,-56,-55,-50,-52,-70
7/9/2024 9:45,34,34,E,,-66,,-70,-68,-62,-61,-56,,-53,-61,
7/9/2024 9:45,34,34,E,,-62,-66,-57,,,-70,,-59,,-52,
7/9/2024 9:45,34,34,E,-57,,-69,-78,-67,,-67,-57,-58,-49,-57,-73
7/9/2024 9:45,34,34,E,-57,,-85,-77,,,-67,-56,-56,-52,-52,-70
7/9/2024 9:45,34,34,E,-57,-72,-55,,,,-60,-56,-55,-50,-58,-73
7/9/2024 9:45,34,34,E,-49,,,,,,,-56,-58,-49,-52,-74
7/9/2024 9:45,34,34,E,-56,-69,,,-66,,-60,-55,-59,,,-76
7/9/2024 9:45,34,34,E,-49,-63,,,,,-68,-55,-47,,-52,
7/9/2024 9:45,34,34,E,-57,,-68,,-66,,-66,,,-50,-52,-71
7/9/2024 9:45,34,34,E,,-69,-70,,-67,-67,-67,,-59,-53,-57,-75
7/9/2024 9:45,34,34,E,,,-69,-70,-51,-61,,-55,-72,-49,-57,
7/9/2024 9:45,34,34,E,-57,,,,-63,-71,-63,-56,,-51,-52,
7/9/2024 9:45,34,34,E,,,-67,,,,-60,-50,-55,-49,,
7/9/2024 9:45,34,34,E,,-62,,-57,,-61,,-51,-46,-57,-59,
7/9/2024 9:45,34,34,E,,-68,-69,,-63,-61,,-56,-67,-53,-52,-76
7/9/2024 9:45,34,34,E,-55,,-68,-71,-67,-62,-68,,-55,-73,-57,
7/9/2024 9:45,34,34,E,,,-67,,-61,,-59,,-59,,-60,
7/9/2024 9:45,34,34,E,,-68,-68,-71,-68,,,,-55,-50,-55,
7/9/2024 9:45,34,34,E,-49,-62,,-58,,,-71,,-54,,-59,
7/9/2024 9:45,34,34,E,-49,,,-70,,,-60,,-59,-52,-55,-69
7/9/2024 9:46,34,34,E,,-69,,,-68,,-60,-55,-59,-50,-56,
7/9/2024 9:46,34,34,E,,,-71,,,-68,,,,-53,-56,-72
7/9/2024 9:46,34,34,E,-55,,-70,,,,-60,-55,,-49,-55,-75
7/9/2024 9:46,34,34,E,,,-63,,,-70,,-55,-59,-51,-52,
7/9/2024 9:46,34,34,E,,-70,-55,,,,-62,-56,-58,-50,-57,
7/9/2024 9:46,34,34,E,-49,,-68,,-59,,,-56,-62,,-52,-67
7/9/2024 9:46,34,34,E,,,-70,,,-60,,-56,-55,-50,-59,
7/9/2024 9:46,34,34,E,-55,,,,-66,,-62,,-60,,-62,
7/9/2024 9:46,34,34,E,,,-56,-57,-51,-61,-71,-50,,-58,-60,
7/9/2024 9:46,34,34,E,,,,-70,,,,-55,-60,-50,-52,
7/9/2024 9:46,34,34,E,-56,,-56,,-63,-67,-64,,,-53,-58,
7/9/2024 9:46,34,34,E,,-62,-55,-58,,,,,-55,-51,-62,-73
7/9/2024 9:46,34,34,E,,-69,,,,,-65,-51,-55,-53,-61,-76
7/9/2024 9:46,34,34,E,,-71,-55,,-62,-64,-71,-50,-46,-50,-52,-69
7/9/2024 9:46,34,34,E,-50,,-56,,,-62,,,-56,-58,-62,
7/9/2024 9:46,34,34,E,,-69,-67,-72,,,-67,,-58,-49,-52,-71
7/9/2024 9:46,34,34,E,-56,-73,,,,,,-69,-59,-57,-59,
7/9/2024 9:46,34,34,E,,-65,-67,,-51,,,,-56,,,-68
7/9/2024 9:46,34,34,E,-50,-62,-67,,-63,,,,-46,,-61,-74
7/9/2024 9:46,34,34,E,,-72,,,,,-68,,-60,-58,-52,
7/9/2024 9:46,34,34,E,-55,,,-57,,,,-55,,-58,,
7/9/2024 9:46,34,34,E,-55,,,-73,-60,-68,-60,-51,-59,-50,-53,
7/9/2024 9:46,34,34,E,-55,-62,-56,,-64,-61,,,,-58,-60,
7/9/2024 9:46,34,34,E,,-61,-71,-58,-63,-65,,,-57,-49,-61,-83
7/9/2024 9:46,34,34,E,-49,,-66,-74,-64,-60,-61,,-56,-50,-61,-69
7/9/2024 9:46,34,34,E,,,-56,-57,,,-66,,-59,,-52,
7/9/2024 9:46,34,34,E,-50,-67,,-57,-68,,-61,,,-50,-53,-70
7/9/2024 9:46,34,34,E,,,-55,-73,-67,,-59,,-59,-58,-52,
7/9/2024 9:46,34,34,E,-49,-62,-62,-57,,,,-52,-59,-50,-53,
7/9/2024 9:46,34,34,E,-49,,,,,,,,-59,-50,,-72
7/9/2024 9:46,34,34,E,,,-68,,-59,-65,-60,,-46,-50,-55,-73
7/9/2024 9:46,34,34,E,-55,,-64,-57,-71,,-65,-50,-55,,-52,
7/9/2024 9:46,34,34,E,,-62,-67,-74,-50,,-62,,-59,,,
7/9/2024 9:46,34,34,E,,,,,,,,,-59,,,
7/9/2024 9:46,34,34,E,,,,,,-61,,-50,,-52,-52,-68
7/9/2024 9:46,34,34,E,-50,-61,,,,,,-57,-58,-52,-52,
7/9/2024 9:46,34,34,E,,-67,,-74,,,,,,-49,-59,-69
7/9/2024 9:46,34,34,E,,-68,-73,,-60,,-61,-56,-81,,-61,
7/9/2024 9:47,34,34,E,-57,-62,-56,,-62,-66,-87,-50,-47,-57,-52,-75
7/9/2024 9:48,34,42,S,,,-61,,,,,-55,-67,-46,-62,-79
7/9/2024 9:48,34,42,S,-61,,,,-56,-69,,,-46,,-61,
7/9/2024 9:48,34,42,S,,,,,-55,-69,,-56,-54,-54,-68,-77
7/9/2024 9:48,34,42,S,,,,,,,,-54,-78,-51,-62,-75
7/9/2024 9:48,34,42,S,,,-66,-62,,,-59,,-46,-52,,
7/9/2024 9:48,34,42,S,,,-65,,,-68,-53,,,-46,-74,-73
7/9/2024 9:48,34,42,S,-62,-67,-61,-62,-54,,-52,,-56,-51,-62,-76
7/9/2024 9:48,34,42,S,-60,,-63,-54,,-76,-65,,-47,-52,-59,
7/9/2024 9:48,34,42,S,,,,-63,,-69,-59,,-47,-47,-66,-80
7/9/2024 9:48,34,42,S,-62,,-65,-63,,-77,-60,,-51,-47,-59,-76
7/9/2024 9:48,34,42,S,-62,-65,,,-56,,-52,-54,-57,,,-74
7/9/2024 9:48,34,42,S,-62,,-71,-61,-57,,,-54,-57,-51,-62,-84
7/9/2024 9:48,34,42,S,,,,,-54,-69,-60,,-47,-47,,-76
7/9/2024 9:48,34,42,S,,-67,-67,,,-75,-58,-56,-46,,-61,
7/9/2024 9:48,34,42,S,,,,,-60,,-59,,-47,-51,-59,
7/9/2024 9:48,34,42,S,-57,,-65,-62,,,,-56,,-47,,
7/9/2024 9:48,34,42,S,-62,,,-69,-59,,,,-47,-47,,-71
7/9/2024 9:48,34,42,S,,,-62,-61,,-66,-65,-62,-58,-47,,-73
7/9/2024 9:48,34,42,S,,,,-62,-56,-77,-59,-55,-52,-57,,-70
7/9/2024 9:48,34,42,S,-63,,-68,,,,,-54,,-51,-61,-72
7/9/2024 9:48,34,42,S,-62,,,,,-72,-60,-55,,-48,-58,-76
7/9/2024 9:48,34,42,S,-58,-67,,,-56,,,-56,-52,,-67,
7/9/2024 9:48,34,42,S,,,-66,-62,,-66,-60,,-58,,,-75
7/9/2024 9:48,34,42,S,,,-69,-62,,,-53,,-53,-46,-59,-74
7/9/2024 9:48,34,42,S,,,-66,-61,-66,,,,-56,-51,-62,-72
7/9/2024 9:48,34,42,S,-57,-69,,-61,,,,,-47,-47,-62,-75
7/9/2024 9:48,34,42,S,,-68,-61,-61,,,,-53,-52,-47,-62,
7/9/2024 9:49,34,42,S,-57,,,,-59,,-53,-56,-46,-47,-59,-76
7/9/2024 9:49,34,42,S,,-66,-62,,-54,,-53,-54,-51,-47,-66,-76
7/9/2024 9:49,34,42,S,,-68,,-54,,,-57,-54,-59,-51,-64,-95
7/9/2024 9:49,34,42,S,,,-65,-61,,-65,-60,-56,-46,,-62,
7/9/2024 9:49,34,42,S,,-68,-63,-62,-59,-86,-53,-55,,-46,,
7/9/2024 9:49,34,42,S,,,,-61,-54,-67,-59,-54,,-47,-68,-77
7/9/2024 9:49,34,42,S,,-63,-61,-62,-60,-67,-60,-57,-47,-47,,
7/9/2024 9:49,34,42,S,-60,-68,,,,,,,,-46,,-73
7/9/2024 9:49,34,42,S,-58,,-69,-62,-58,,,-56,-46,-47,-59,-76
7/9/2024 9:49,34,42,S,-61,,-60,,-56,-68,,,-52,-51,,
7/9/2024 9:49,34,42,S,,,,-62,,,-58,-53,-53,-52,,-76
7/9/2024 9:49,34,42,S,-62,,-65,-62,-60,,-60,-55,-46,-46,,
7/9/2024 9:49,34,42,S,,,,-63,-56,-68,,-55,,,-59,-76
7/9/2024 9:49,34,42,S,-61,-78,-66,-55,,,,,-53,-47,-62,
7/9/2024 9:49,34,42,S,-61,,-60,,-59,,-53,-56,-47,-47,-59,-72
7/9/2024 9:49,34,42,S,-60,-72,,,-56,,,,-52,-47,,-77
7/9/2024 9:49,34,42,S,-62,,,-62,,-68,-60,-55,,-47,-61,-77
7/9/2024 9:49,34,42,S,-62,-68,-60,,-58,,-58,-54,-53,-47,,-73
7/9/2024 9:49,34,42,S,-58,,-65,-62,,,-59,,-56,-47,-62,
7/9/2024 9:49,34,42,S,,,-60,-62,-60,-67,-57,-55,-45,-46,-59,-73
7/9/2024 9:49,34,42,S,-60,,-63,-54,,,,,-52,,-91,
7/9/2024 9:49,34,42,S,-57,-69,,-67,-59,-69,-53,-55,,-47,-61,
7/9/2024 9:49,34,42,S,-61,-77,-61,-55,,,-57,-56,-46,-47,,
7/9/2024 9:49,34,42,S,,,-61,-66,-58,-71,-60,,-56,-52,,
7/9/2024 9:49,34,42,S,-58,-68,-61,,-55,,-53,-56,-46,-46,-60,-77
7/9/2024 9:49,34,42,S,-59,-68,-60,,-55,,-53,-55,,-47,,-75
7/9/2024 9:49,34,42,S,-60,-78,-65,,,-71,,-53,-52,-52,,
7/9/2024 9:49,34,42,S,-63,-85,-61,,-59,-69,-58,-55,,-51,,
7/9/2024 9:49,34,42,S,-62,,-64,-54,-56,,,-54,-52,-46,-59,
7/9/2024 9:49,34,42,S,,,-61,,,,-58,-56,-57,-51,,-76
7/9/2024 9:49,34,42,S,-61,-82,-67,-54,-56,-69,-63,-56,-53,-47,-66,-70
7/9/2024 9:49,34,42,S,-63,,-61,,-57,,-57,,-47,-47,,-76
7/9/2024 9:49,34,42,S,-62,,,,-54,-74,,-55,-52,-47,,-74
7/9/2024 9:50,34,42,W,-61,,-66,,-65,,,-56,,-45,-61,-71
7/9/2024 9:50,34,42,W,-61,,,,,-60,-66,-71,-58,,-72,-69
7/9/2024 9:50,34,42,W,-61,-81,,-70,,-60,-60,-72,-68,-47,-55,
7/9/2024 9:50,34,42,W,,-67,,,-61,-69,,-58,-69,-45,-60,-69
7/9/2024 9:50,34,42,W,,,-69,,,-72,-59,-57,,,-54,-79
7/9/2024 9:50,34,42,W,,-63,-63,-74,-69,,-70,-56,-58,-45,-54,
7/9/2024 9:50,34,42,W,,,,,,-69,,,,-52,-59,-66
7/9/2024 9:50,34,42,W,,,,,,-67,,,-57,-44,-55,-69
7/9/2024 9:50,34,42,W,-69,-69,,,,-59,,,-68,-45,-54,-81
7/9/2024 9:50,34,42,W,-70,,,-86,,-65,-71,-56,,-43,-72,
7/9/2024 9:50,34,42,W,-69,,-69,,,-65,-59,,-58,-45,-54,
7/9/2024 9:50,34,42,W,-70,-66,,,,-65,,,-57,-44,-55,-65
7/9/2024 9:50,34,42,W,,-65,-65,,-67,-60,,-72,,,,
7/9/2024 9:50,34,42,W,-70,-66,-70,-71,-70,,-64,-59,-58,-44,-71,-69
7/9/2024 9:50,34,42,W,,,,,,-59,-59,-54,-57,,-66,
7/9/2024 9:50,34,42,W,-68,-78,,,-62,,,,-65,-44,,-70
7/9/2024 9:50,34,42,W,-66,,,,,-67,,-85,-57,-45,,-77
7/9/2024 9:50,34,42,W,,-66,-62,,-72,-59,,,,-46,-71,-69
7/9/2024 9:50,34,42,W,,,-65,,,,-67,-56,-57,-46,,-80
7/9/2024 9:50,34,42,W,-62,,,,-61,-71,-58,,-57,-44,,-70
7/9/2024 9:50,34,42,W,,,,-70,,-60,,-60,-58,-45,-54,-71
7/9/2024 9:50,34,42,W,,,,-72,,-59,,,-58,-44,-54,-69
7/9/2024 9:50,34,42,W,,-63,-62,,-69,-60,-59,-73,,-46,-76,-68
7/9/2024 9:51,34,42,W,-61,-82,,,-67,,-71,,-58,-45,-53,-71
7/9/2024 9:51,34,42,W,,-78,,,-73,,-71,-60,-56,-44,,
7/9/2024 9:51,34,42,W,-68,,,,-67,-74,-71,,-58,-44,,-79
7/9/2024 9:51,34,42,W,-61,-67,-62,,,-68,,-58,-58,-44,-55,
7/9/2024 9:51,34,42,W,,-76,,-72,,-65,,,,-47,-70,-73
7/9/2024 9:51,34,42,W,-81,-62,-61,-71,,,-69,-56,,-45,-54,-71
7/9/2024 9:51,34,42,W,-61,-74,-61,-72,-62,-59,-66,-69,-58,-45,,-70
7/9/2024 9:51,34,42,W,,-67,-67,,-62,,,,-58,-44,,-84
7/9/2024 9:51,34,42,W,-67,,-69,-70,-67,,,,-57,-44,,-79
7/9/2024 9:51,34,42,W,-63,-77,,,-69,-59,-59,-56,-58,-45,-67,-67
7/9/2024 9:51,34,42,W,-70,-64,-61,,,-59,-69,-58,-57,-45,-55,-66
7/9/2024 9:51,34,42,W,,-70,-61,-71,,-69,,-56,-67,-45,,-69
7/9/2024 9:51,34,42,W,-69,-70,,,,-67,-60,-90,-57,-45,-60,
7/9/2024 9:51,34,42,W,-66,-62,,,-73,-60,,-57,,-45,,-69
7/9/2024 9:51,34,42,W,,,,,-69,-64,,,-65,-46,,-72
7/9/2024 9:51,34,42,W,-67,,,,-70,,,,-58,-45,-56,-70
7/9/2024 9:51,34,42,W,-64,,,,-71,-59,-61,-70,-58,-44,-54,-71
7/9/2024 9:51,34,42,W,-67,-75,-68,,-68,-60,-69,-60,-57,-47,-71,
7/9/2024 9:51,34,42,W,,-69,-66,,,-60,-59,,-71,,,-71
7/9/2024 9:51,34,42,W,,-66,,,,,,,,-45,-61,
7/9/2024 9:51,34,42,W,-70,,-70,-73,-67,-60,,,-57,-45,,-68
7/9/2024 9:51,34,42,W,-63,-76,-66,,-74,,,,-58,-47,,
7/9/2024 9:51,34,42,W,,-70,-68,,-61,-71,-60,-58,,-44,-67,
7/9/2024 9:51,34,42,W,,,,,,-59,,-59,-58,-51,-68,-71
7/9/2024 9:51,34,42,W,,-71,-67,,-62,-68,,-73,-65,-46,-69,
7/9/2024 9:51,34,42,W,,,,,,-68,,-56,-58,-44,-59,-81
7/9/2024 9:51,34,42,W,,-66,-62,,-73,,-60,-56,-57,-48,-55,-72
7/9/2024 9:51,34,42,W,-61,-79,-68,,,-68,-61,,,-44,-55,-78
7/9/2024 9:51,34,42,W,,-78,-69,-69,-74,-71,,-56,-72,-44,-55,
7/9/2024 9:51,34,42,W,-69,,-65,,,-59,-59,,-64,-53,-56,
7/9/2024 9:51,34,42,W,-69,,-67,-74,-71,-58,,-73,,-47,-68,-70
7/9/2024 9:51,34,42,W,-66,,-65,,-73,,-59,,,,,-76
7/9/2024 9:51,34,42,W,-69,-67,-70,-73,-62,,-69,,-69,-44,,
7/9/2024 9:51,34,42,W,-68,,-77,,,-59,,-58,-58,,-61,-69
7/9/2024 9:51,34,42,W,,-78,,,,-59,,-71,,-45,-55,-68
7/9/2024 9:51,34,42,W,,-70,,,-63,-69,-59,,,-45,,-81
7/9/2024 9:51,34,42,W,-61,-78,-65,,-70,-69,-60,-56,-65,-46,,-69
7/9/2024 9:52,34,42,N,-62,-63,-71,,-60,-70,,-59,,-53,,-73
7/9/2024 9:52,34,42,N,-58,-76,,-58,-57,-62,,,,,-53,
7/9/2024 9:52,34,42,N,,-57,,-63,,-68,-53,-59,,-54,-54,-71
7/9/2024 9:52,34,42,N,-63,-86,-60,-67,-58,-62,-68,,-54,-43,-63,-68
7/9/2024 9:52,34,42,N,,-71,-59,,,-63,-69,,,,,-73
7/9/2024 9:52,34,42,N,,,,-67,,,-64,,-69,-54,,-71
7/9/2024 9:52,34,42,N,-61,-62,-58,,-59,,-61,-69,-65,-41,,
7/9/2024 9:52,34,42,N,-62,-70,-67,,,-61,,,-53,-43,,-74
7/9/2024 9:52,34,42,N,-61,,-59,-66,-73,,,,-54,-43,-66,-70
7/9/2024 9:52,34,42,N,-58,-69,-58,,-60,-67,-69,-70,,,-77,-70
7/9/2024 9:52,34,42,N,-62,-75,-60,-59,,,-70,,,-42,-53,
7/9/2024 9:52,34,42,N,-58,,,,,-63,,-66,-65,-43,-61,-83
7/9/2024 9:52,34,42,N,,,-58,,,-70,-62,,-65,-41,-79,-78
7/9/2024 9:52,34,42,N,,,-58,,-59,-64,,,-59,-41,-54,-76
7/9/2024 9:52,34,42,N,,-62,-57,-59,-59,-67,,-59,-58,-41,,-71
7/9/2024 9:52,34,42,N,-62,,,-64,-56,,-71,-70,-58,-42,-62,-79
7/9/2024 9:52,34,42,N,-56,,-72,,-59,-63,,,,-41,-63,
7/9/2024 9:52,34,42,N,,,,-68,-59,,,,,-53,-66,-71
7/9/2024 9:52,34,42,N,,,,-58,,-61,-55,-59,-69,-41,-53,
7/9/2024 9:52,34,42,N,-57,,-68,-74,,-64,-83,,-65,-42,-63,
